	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS
P14625	13.4422	13.0647	13.1607	13.1939	12.9303	13.4085	13.0875	14.0938	13.5112	13.5627	13.3093	13.7545	13.7054	13.7919	13.4402	13.5455	13.3067	13.3567	14.0063	14.0827	13.9053	13.5508	13.9264	13.523	13.5395	13.9048	13.8459	13.2293	13.785	13.4781	13.6653	14.1178	13.2561	13.8192	12.8199	13.7564	13.6935	13.892	14.0387	13.4768	13.1643	13.3484	13.1074	13.49	13.3527	13.4804	13.2479	12.9902	13.3126	13.0154	13.1553	13.3229	13.2969	13.4657	13.6156	13.5552	13.2403	13.6191	13.2123	13.31	13.9495	13.6158	13.2454	13.8673	13.3567	13.6179	13.3933	14.0979	13.7366	13.5392	13.4965	13.9654	13.6507	13.4816	13.6361	13.5391	13.5954	13.4214	13.8624	13.6485	13.6508	13.5364	13.6211	13.7012	13.7212	13.8086	13.1523
P02671	12.5081	12.5852	12.3671	14.0036	12.5439	13.0753	12.6563	12.0067	13.4524	11.7654	13.6441	12.8173	13.2602	12.6465	11.8705	13.1128	13.4597	12.788	14.3212	12.5254	13.2578	12.3291	12.8517	11.757	11.7734	12.7971	12.2106	12.4804	11.8078	13.4995	12.5572	12.2549	12.8962	13.8929	12.0227	11.9398	13.9701	13.2587	12.4593	13.7666	11.8342	12.3311	12.4584	12.3846	12.0102	12.2588	13.1951	11.9989	12.8242	11.9548	12.6565	12.1866	12.1541	13.3365	14.1582	12.7204	13.5277	13.9807	13.1756	12.0072	13.2542	12.5091	11.5143	13.0063	13.6566	13.1192	12.748	12.5747	14.7598	13.0233	14.2353	12.1809	12.5895	12.7661	13.1645	12.9751	13.2541	12.4445	13.5221	13.2222	13.2548	13.0247	13.1615	13.0841	13.1671	13.0665	12.5929
P07900	12.2959	12.6803	12.9247	12.5971	12.5603	12.8094	12.5621	11.8028	11.4103	11.8266	12.0034	12.1987	12.2662	13.0076	12.698	12.8974	12.0844	12.5668	12.6181	12.7096	12.7519	12.0046	12.4817	12.0841	12.2708	12.2944	12.9445	12.5399	11.8431	12.3782	12.5269	12.7403	12.6495	12.7685	12.2699	13.0301	12.2451	13.0573	12.3773	12.5559	12.6144	12.0845	12.6887	12.4997	11.9806	12.2716	12.4814	12.4724	12.938	12.8255	11.9855	13.293	12.9227	11.8949	12.4314	12.5093	12.0248	12.6213	12.1343	11.9703	12.3552	12.364	12.3978	12.5872	12.6849	12.2346	12.5361	12.8632	12.9564	12.6671	12.451	12.3956	12.3158	12.5513	12.5997	12.442	12.8267	12.6411	12.3403	12.6299	12.52	12.5058	12.3712	12.0094	12.1946	12.5567	12.5422
P06396	12.8518	13.1328	12.7672	13.0046	12.7398	13.2689	12.9674	12.2826	13.5358	12.3068	13.321	13.4482	13.3238	12.8721	13.5645	13.6709	13.1285	12.3779	13.6475	12.8657	13.2941	13.4555	12.5774	13.4212	13.3566	13.2575	12.5144	13.1954	12.5047	13.9042	12.923	12.6735	12.0427	13.6694	12.6971	13.266	13.5723	13.3283	12.9085	13.4925	12.4437	12.9311	12.3828	12.3883	12.7412	12.3449	12.5364	12.3666	12.7905	13.0482	12.7219	12.4176	12.8812	12.6254	14.0848	13.0051	13.1971	12.8889	12.9018	12.9529	12.8861	12.9722	13.1782	13.272	13.6939	13.4925	13.0543	13.2672	14.0938	14.0759	13.206	13.0792	13.0353	13.2828	13.4781	12.8097	13.124	13.6568	13.3839	13.2268	13.5343	13.2635	13.1322	13.1063	13.1613	13.1877	12.9428
Q00610	12.3853	12.6936	12.8173	12.7429	12.2394	12.6404	12.8292	12.0809	12.2739	12.6536	13.1568	12.9412	12.6252	12.7125	13.1463	12.5679	12.1842	12.6233	13.0582	12.8717	12.8953	12.1129	12.2383	12.0772	12.8746	13.0746	12.8461	13.0521	12.2627	13.5459	12.8278	12.7959	12.6916	12.8732	12.2088	12.425	12.8372	12.6296	12.4826	12.6027	12.4312	12.4576	12.5095	12.6116	12.0206	12.3405	12.9645	12.9216	12.804	13.0597	12.4811	12.9435	13.0001	12.3751	12.7755	12.8042	12.1817	13.0815	12.7842	12.0665	12.3198	13.0768	13.0665	12.8293	13.2916	12.9609	12.4346	13.0031	13.0463	12.8261	12.7288	12.6019	12.6003	12.6424	12.8847	12.7368	12.6971	12.5605	12.6264	12.7737	12.4624	12.7369	12.8238	12.2101	12.3966	13.0669	12.8665
P13796	14.2026	13.6079	13.9902	13.1956	13.4036	14.4522	14.0674	12.6792	11.9657	12.6918	12.2569	12.8829	12.831	12.7153	13.5641	13.1501	12.6229	12.6498	12.1145	13.43	13.0834	13.2755	13.2873	13.4162	13.6654	13.408	12.8124	13.5556	12.5091	12.005	13.1342	13.2728	12.0532	12.4712	12.2286	13.2915	12.5934	13.3689	13.0102	12.6053	14.1934	13.7527	12.6952	12.7805	13.3161	14.1159	13.5753	13.9824	14.0755	14.0365	13.0966	14.5049	13.3264	12.5018	12.7149	13.0532	12.5344	12.8599	13.3016	13.3501	12.9592	13.2834	13.7767	12.8927	13.0721	13.178	13.2163	13.636	11.7738	12.7805	12.765	13.7724	13.3824	13.0366	13.3757	13.1391	13.4891	13.4266	13.4188	13.7938	13.4791	13.7415	13.316	12.9885	13.2513	13.4281	13.5717
P14618	13.1482	12.5594	13.2825	13.4415	13.1496	12.7848	12.8765	11.5942	12.5751	11.5372	12.1532	13.1832	12.9267	12.2799	13.3828	12.8719	13.0031	12.8143	13.256	12.984	13.2986	12.8465	12.5722	13.1143	13.3675	12.8349	12.1936	13.223	11.9405	12.5662	12.3027	12.8216	12.3182	13.3434	12.1543	13.1985	13.4201	12.9362	12.4244	12.6846	12.962	13.2678	12.4195	11.6024	12.7485	12.3464	12.9743	12.8093	12.2808	13.1675	12.7334	13.1081	12.5734	12.4385	13.2417	13.2824	12.8933	12.8898	12.8006	12.708	12.7601	12.6698	13.0109	12.6447	12.9711	12.9393	12.7298	13.426	13.4083	12.7465	13.5327	12.841	13.0052	12.5878	13.0129	12.7563	13.2031	12.9209	13.4046	13.2348	13.1123	12.9637	12.9721	12.6323	12.6869	12.8991	12.8967
P68133	11.1458	10.9704	8.52474	9.72809	9.98142	11.3145	11.4239	9.96217	9.16541	9.23673	11.3196	11.0875	11.1235	10.2107	8.47452	10.8728	10.3741	10.0693	9.3015	10.8121	11.0684	10.2135	9.46209	8.97039	10.3954	10.5809	9.81121	10.8734	9.74113	8.50104	9.98142	10.2459	8.68299	10.3705	8.8802	10.2143	10.9194	11.3214	10.5308	10.9809	11.0511	10.5903	8.92748	9.92526	9.95609	9.64368	10.5344	10.6989	11.0421	8.92065	9.76487	10.7048	11.0031	9.60474	11.4957	11.1925	10.2808	9.61545	10.8223	10.2143	9.11608	10.4635	11.0711	10.4803	8.26866	10.6927	9.82225	9.89224	11.1117	11.1625	9.59935	10.9948	11.0527	10.5286	8.43588	10.381	9.91094	10.6545	10.9429	10.7271	10.793	11.0477	11.0669	10.344	9.39275	10.7722	10.6439
P38646	12.1712	11.5313	11.014	11.8442	11.7848	12.4031	12.2704	13.7232	12.5127	11.8868	12.8077	11.9803	12.0801	11.7096	10.7394	12.1464	11.976	12.1457	12.1385	12.2468	12.0811	12.1651	12.2195	11.673	11.5282	11.8652	12.3669	12.1263	11.4521	10.6763	11.7388	12.0733	10.9495	11.3094	11.9324	11.9034	11.6259	11.9341	12.6415	12.233	12.036	11.5595	12.5329	12.1404	12.2746	12.4171	11.7135	12.3591	11.5733	11.0347	11.7563	11.3467	11.8331	11.7426	12.2244	12.2499	12.1198	12.5328	12.0991	12.2317	12.3282	11.8748	12.1693	11.327	10.822	11.8944	11.7216	11.0172	10.9895	11.7173	11.6331	12.5405	11.9875	11.5466	10.9916	12.0151	10.9028	11.9824	11.621	11.8148	11.949	12.4092	12.0981	12.4236	12.0951	11.9124	12.2306
P08514	12.9819	13.0514	12.3886	13.021	12.6616	12.9946	13.1189	13.5604	13.7549	12.6607	14.0385	13.0527	13.2849	12.6638	12.241	12.0535	12.7221	12.8763	13.7799	12.6636	13.0864	12.3233	13.0213	12.0638	11.9795	13.018	12.3275	13.07	12.5482	13.4768	12.4179	12.199	12.3877	12.9011	11.8034	12.1156	13.758	12.8381	12.1964	13.1318	12.1976	12.0905	12.1506	12.5755	11.9876	12.8713	12.7186	12.5274	13.0044	12.5884	12.4701	12.0831	11.968	12.4453	13.7378	13.5833	12.57	13.2061	12.7855	12.1508	13.0446	13.1105	12.3272	12.7249	12.9315	13.021	12.2464	12.5237	13.5765	12.8619	13.2165	12.3825	12.6138	13.0959	12.9925	12.5986	12.805	12.8429	12.9036	12.8074	13.1172	12.6264	13.0523	13.151	13.1387	13.2741	12.9919
P30101	12.6405	13.1999	12.5207	13.0424	12.5085	12.875	12.7871	14.0586	13.2594	13.6928	13.4896	12.7766	12.8737	13.2765	12.6459	12.7606	13.1393	13.37	13.5572	13.193	13.0885	12.9134	13.1789	12.9789	12.8488	13.0876	13.4215	13.1729	13.5462	12.7241	12.467	13.07	12.8606	13.2519	12.8277	12.6227	12.988	13.0685	13.121	12.8381	12.4736	12.8094	12.9937	12.9487	12.9592	13.15	12.9885	12.9585	12.9561	12.5219	12.342	13.0319	12.4983	12.9815	13.0854	12.96	13.179	13.2473	12.9418	12.7566	13.2831	12.8559	13.1694	13.1057	12.5279	12.8453	12.7388	13.1157	13.2671	12.463	13.0628	13.0776	12.8269	13.0965	12.7439	12.7979	13.0284	12.5637	13.2639	12.9415	12.8366	12.9547	12.9246	13.2254	13.1843	13.1834	13.0932
P08238	12.9228	13.6267	13.4564	13.1284	13.3597	13.7606	13.4462	13.1448	12.4684	12.1853	12.4703	12.9121	12.7363	13.8793	13.1076	13.3982	12.6287	13.0068	13.0369	13.5725	13.4913	13.5526	13.5575	13.2518	12.9925	13.1472	13.598	13.4153	12.6409	12.8668	12.9022	13.3089	12.3919	13.1456	12.5148	13.4387	13.3086	13.8131	13.3611	13.3422	13.036	13.3189	12.5282	12.6205	13.5281	13.7231	13.2697	13.4761	14.1077	13.4227	12.4608	13.7396	13.3793	12.68	13.3071	12.7579	12.612	12.7119	12.9882	13.4585	13.5015	12.9952	13.0427	13.7606	13.2788	12.7706	12.5224	13.342	13.1412	13.0871	13.1538	13.5643	12.7477	13.525	13.1093	12.8856	13.1046	13.1583	13.422	13.686	13.3971	13.5198	13.1993	13.4421	13.2102	13.2895	13.3496
P06733	13.2806	13.2184	13.6797	13.757	13.3115	13.3882	12.9585	12.3037	12.3276	11.7868	12.3444	12.857	12.6646	12.9637	13.2934	13.137	13.6583	13.289	12.9597	12.8512	12.9848	12.8427	13.0013	13.3599	13.2442	12.784	13.2913	13.3737	13.3458	12.2971	12.452	12.9091	13.3587	13.2888	13.4339	13.2795	12.8406	13.1272	12.6642	12.4798	13.3084	13.2933	13.0377	12.2486	12.8602	13.5162	12.95	13.1936	13.5875	13.4646	12.4598	13.744	13.0727	12.7471	12.934	12.9604	13.94	13.327	12.3913	12.8352	13.1901	12.6958	13.4122	13.1933	12.8862	12.9575	12.8948	13.6569	12.8582	12.7018	13.5235	12.9796	12.9882	13.1614	13.2012	12.7489	13.2463	13.1215	13.2914	13.4044	13.1881	13.2146	12.8178	12.7014	13.321	12.9409	13.2682
P07237	12.9824	12.633	13.168	12.7474	12.6375	12.9519	12.7119	13.8277	12.8785	12.8547	13.3101	12.7829	12.8781	13.0287	13.6662	13.1119	12.7495	12.8404	12.8349	13.7825	13.3007	13.8511	13.0106	13.8555	14.1044	13.9291	13.913	13.378	12.4987	13.1655	13.0767	13.7402	12.9375	14.0823	12.3191	13.5419	13.4091	13.0075	13.9547	12.8777	12.6452	13.4385	12.2427	11.9321	13.1946	12.9509	12.8209	12.8657	12.8423	13.3159	12.4891	13.4505	12.78	12.2552	13.1078	13.2238	12.7309	12.7216	13.1914	13.2668	13.0242	13.2514	13.6964	13.3905	13.4221	13.427	13.6979	14.2648	13.5168	12.8914	13.0339	14.0703	13.1471	13.1074	13.5703	13.0961	13.5881	13.1532	13.6694	13.4404	13.2561	13.3592	13.108	13.4094	12.9641	13.3632	13.3101
Q13201	12.2611	12.3683	11.825	12.9647	12.2548	12.5957	12.6694	11.9077	13.1269	12.0071	13.6743	12.5491	12.8931	12.4365	11.6312	12.2926	11.7336	12.4438	13.4709	12.1649	13.0203	11.7874	12.6688	11.5304	11.644	12.4626	12.2214	12.8871	12.1816	12.9595	12.2332	12.0264	12.5791	13.0792	11.7571	11.919	13.5165	12.6567	12.2955	13.1572	11.7733	11.3	12.0175	12.3894	11.4541	12.1402	12.2959	12.389	12.5534	11.6819	12.2612	11.8813	11.8353	12.6577	13.4249	12.6378	11.7115	12.825	12.519	11.5662	12.9882	12.3971	11.9559	12.8928	12.7343	12.7024	12.0481	12.5063	13.5488	12.8377	13.1479	12.2076	12.3748	12.555	12.4724	12.6352	12.7336	12.4387	12.3377	12.7352	12.4911	12.3915	12.5883	12.2906	12.5991	12.7888	12.6531
P10809	12.8968	13.004	13.0383	12.795	12.5726	12.6401	12.8632	14.0719	13.451	12.7058	13.3476	12.8843	12.9394	13.2262	12.7819	12.9321	12.8417	13.0819	13.0026	13.1842	13.1579	12.6313	13.0195	12.9032	12.2808	12.4432	13.0672	12.5138	12.5094	12.8346	12.4384	13.1346	12.3856	13.1462	11.9258	12.6591	13.0539	12.9829	12.8307	12.4799	12.5744	12.5089	12.9834	12.8621	12.7516	13.3205	12.3096	12.8615	13.1401	13.1434	12.6948	13.1518	12.494	12.767	12.4743	12.6539	12.8729	13.0317	13.0417	12.7537	13.4223	12.3036	12.7675	12.9511	13.0048	12.6986	12.9696	12.907	12.9446	12.2807	12.705	12.7424	12.7917	12.9301	13.1787	13.0026	12.9687	12.6832	12.8427	13.1761	12.9656	12.7194	13.0317	12.8265	13.0172	12.5159	12.6965
Q86UX7	12.1359	12.941	12.1423	12.3568	12.5252	12.6987	12.6405	12.031	12.8834	12.3229	13.1938	13.1568	13.1603	13.0291	12.1557	12.922	12.2065	12.1902	13.0458	12.5918	13.2851	12.4708	12.6412	11.9336	12.0128	12.6293	12.1755	13.059	12.5716	13.8816	12.0455	12.194	12.2635	13.2471	11.9818	12.6051	13.46	13.1666	12.5008	13.0835	11.8626	12.1909	11.8477	11.9199	12.1336	11.9454	12.7999	12.4997	12.076	12.2268	12.5232	12.1325	12.6778	12.1364	13.5952	13.041	12.1755	12.2678	12.721	12.3062	12.8767	12.7167	12.1805	12.6156	12.8005	12.7992	11.9833	12.4139	14.1388	13.3663	12.5709	12.4982	12.5372	12.8847	12.7475	12.5453	12.7791	12.7664	13.0219	12.6244	12.8161	12.8887	12.8613	13.1272	12.7804	13.0268	12.6699
P06753	11.341	10.9297	11.0067	10.6718	12.5229	11.9299	11.5595	12.1126	10.5638	10.413	11.8737	10.6417	11.1397	10.913	9.88996	11.8153	11.4465	10.6274	11.0551	10.8375	11.0883	11.3189	11.8245	9.83131	10.7571	11.4552	10.4187	11.1666	10.5575	11.0385	11.1409	11.1863	10.5588	12.0311	10.3815	11.5479	12.418	12.08	10.7866	11.2936	11.2651	11.6485	10.5856	9.92422	11.3274	10.5571	11.976	11.5005	11.5991	10.4548	11.0616	10.6055	12.511	10.7315	12.121	12.4122	11.3029	10.9593	10.7004	11.4563	10.8556	11.5136	10.7375	10.9216	10.2437	11.7484	11.4823	10.0257	11.8881	11.8936	11.0406	11.2775	11.2183	11.1294	10.6996	11.4756	11.1062	11.5948	12.2046	11.4419	12.0001	11.3012	11.181	11.7492	11.0365	11.7178	11.0203
P25705	13.239	13.4151	13.3263	12.549	13.3591	13.237	13.1188	12.9966	13.5253	12.7293	13.3659	13.5757	13.2822	13.077	12.7758	13.6059	13.2383	12.7325	13.2779	13.0261	12.9908	12.2281	12.9478	12.8483	12.3105	12.6237	13.0619	13.0233	12.2167	13.6052	12.6032	12.7748	12.2771	13.339	13.4214	13.0906	13.5323	13.2332	13.285	13.108	13.1899	13.1517	12.8525	12.4066	12.3611	13.0707	12.9257	13.2702	13.1907	13.2204	13.1841	13.421	13.1525	12.6169	13.0595	13.1158	13.3305	13.0181	13.0269	12.4027	13.0667	12.6771	12.8469	13.1545	13.3191	12.6614	12.4239	13.2827	13.1122	13.5011	12.6076	13.1878	13.1698	13.0721	13.346	12.7636	13.2347	13.4542	13.1906	13.2527	13.3733	13.2301	12.9971	12.5915	12.807	12.7236	13.1143
P19367	11.9423	11.265	11.866	12.2885	12.2629	11.4691	11.1489	10.8802	12.5878	12.1587	12.291	12.711	12.5628	11.6514	11.8247	11.9627	11.8352	12.3311	13.0876	11.4705	11.4915	11.0546	11.8213	11.4816	11.7956	11.9215	11.7196	12.247	11.0636	12.5642	11.5802	11.8838	12.5864	12.6259	11.5026	11.6452	12.5327	12.3286	11.8444	12.173	11.8507	11.7407	12.3407	11.1392	11.1789	11.6339	12.1113	12.1698	10.7221	11.8205	11.9447	12.2001	11.8229	12.3563	12.1461	12.3896	11.7602	12.8612	11.4084	11.2193	12.0889	11.911	11.9609	11.2493	12.0821	11.876	11.5935	12.251	12.7254	12.1878	12.2604	12.0733	12.2507	11.2746	12.034	11.9629	12.6107	11.8557	11.9407	12.1913	12.2343	11.9825	11.5053	11.4698	11.9812	12.1202	12.0321
Q03252	12.476	12.447	12.0403	11.4676	11.5632	12.3309	12.5407	13.8169	12.6178	13.2998	12.3442	11.352	11.8742	12.4101	11.8125	11.6238	11.5234	11.2904	10.8049	12.0997	11.9887	12.2255	12.2892	11.8475	12.1651	12.5537	11.9142	11.8112	12.1696	11.3826	11.5591	11.6438	11.3106	10.852	11.0039	11.1846	10.5502	11.2105	11.7003	11.0356	12.257	12.0297	10.9777	12.0388	12.4782	12.7185	12.6382	12.2884	12.7773	12.0437	11.6365	11.9978	11.4425	11.3937	11.1684	11.6239	11.4591	10.9635	12.118	12.5348	12.4005	12.3982	12.026	12.3592	11.61	11.5344	11.281	11.3845	10.719	10.7249	10.9321	11.7194	11.8841	12.2733	11.8915	11.7581	11.4371	11.2567	11.8137	10.9958	11.4277	12.0399	12.1992	12.4649	12.2402	12.5321	12.0195
P07355	13.0096	13.6308	13.5822	13.6376	13.5427	13.4544	13.2929	13.4356	13.9039	14.0463	13.3336	13.1761	12.9412	13.4389	12.1309	13.5743	12.4336	13.0896	12.497	13.0822	12.6738	11.8693	12.9475	11.796	11.9293	12.5701	13.5816	12.5245	12.55	12.193	12.7093	13.0682	12.6036	13.4067	12.5118	13.3139	12.3182	12.7695	12.8042	12.4875	13.7495	13.0404	12.812	13.3794	12.5899	13.4046	13.8126	13.4615	13.927	13.0676	13.2339	14.2787	13.6821	12.4494	12.227	12.9745	12.3879	13.0119	12.9558	12.1779	13.3868	12.8282	12.5561	13.6308	12.429	12.2525	12.0876	13.6862	12.1945	13.0159	13.3556	12.8069	13.0918	13.3309	12.9816	12.9257	13.4268	13.4179	13.0455	13.2922	13.0249	13.2262	12.9531	12.6022	13.1548	13.1718	12.9521
P68371	11.6516	11.9894	11.9154	12.9331	12.5561	12.3216	12.355	11.8842	11.4329	11.1789	12.1933	11.8364	11.7575	11.9948	11.4945	12.0693	12.155	12.2044	13.1616	12.0003	12.2996	11.7913	12.1095	11.4177	11.3373	11.8376	11.8125	12.1139	11.6556	12.3467	11.6777	11.9802	11.0186	11.8928	11.9727	12.466	12.3601	12.5855	11.7017	12.0861	11.617	11.9115	12.5483	11.6334	11.8714	12.0049	11.925	12.1537	12.6417	11.8897	11.5759	12.1839	12.2513	11.9208	12.5659	12.2257	12.0757	13.1576	11.8442	11.9896	11.9376	12.0302	12.0964	12.0351	11.6419	12.4356	11.8756	11.929	12.2782	12.2563	12.9359	12.137	11.5691	12.0271	11.7618	11.8587	11.981	12.1757	12.0005	12.154	12.2998	12.1051	12.1488	12.2077	11.9486	11.9866	11.9598
P07437	9.38952	9.1166	5.40599	10.3542	9.45943	9.36063	9.24079	9.38478	7.62205	6.8679	9.19081	9.34983	9.37199	8.93281	5.78136	8.14822	9.6575	9.72332	10.0182	8.77149	8.76885	9.16415	8.4292	8.03947	7.66107	8.29783	8.99803	9.11348	8.21965	4.94017	9.12438	9.56377	8.78823	9.15	7.57061	8.14262	9.42962	9.92154	9.04849	9.18165	9.46148	9.63227	9.75872	8.46107	9.27193	8.45615	8.23218	9.39553	9.23697	5.7252	9.07307	9.62004	8.24888	8.89694	9.29898	9.7065	9.55957	10.3185	8.66213	9.40109	8.23458	8.24508	9.15152	8.848	5.31832	9.87652	9.2724	8.81986	9.52532	8.11218	10.4405	9.4822	9.47553	8.82114	5.42962	9.46883	9.01151	7.74886	9.77693	9.48382	9.39896	9.29324	8.88966	9.62571	8.27891	8.36676	9.18339
P00558	13.162	13.1056	13.4249	13.4916	13.2499	13.1596	13.3046	12.089	11.6661	11.3463	11.8831	12.943	12.7411	12.4394	12.9229	12.9395	11.7352	12.682	12.4521	12.7797	12.9143	12.875	12.4614	12.9496	12.9601	12.7189	12.5912	13.02	11.9136	12.2894	12.2899	12.7969	11.4904	12.9081	11.7659	12.773	12.6837	12.9441	12.236	12.1233	13.3123	12.5083	11.7747	11.5563	13.1865	13.0251	13.1016	12.9699	13.2644	13.0675	12.3988	13.1825	12.387	12.4925	12.5043	12.949	11.7426	12.128	12.5834	13.1278	12.8273	12.3386	13.1374	12.7965	12.7334	12.7504	12.4791	12.717	12.6061	12.3218	13.4079	12.5992	12.957	12.7013	12.8649	12.7192	12.6859	12.6286	12.6337	13.3693	12.9095	12.8807	12.7688	12.8518	12.7488	12.7435	12.8275
P55072	12.3465	12.4536	12.4105	12.6833	12.6058	12.6535	12.3769	12.0819	11.7301	11.7624	12.3151	12.1583	12.1443	12.5465	12.2051	12.4311	12.6251	13.0275	12.6464	12.3467	12.4284	12.3792	11.8474	12.0386	11.9723	12.1086	12.4858	12.5076	12.0521	12.0788	12.5725	12.6047	12.1487	12.57	12.3395	12.4833	12.6038	12.6229	12.3123	12.3453	12.3189	12.4983	12.6968	12.106	12.3685	12.131	12.005	12.4452	12.5318	12.3082	12.2001	12.3275	12.4225	13.6524	12.714	12.2737	12.6131	12.5521	12.1217	12.3435	12.0153	11.9825	12.5307	12.3637	12.2133	12.7292	12.5588	12.2344	12.3342	12.3779	12.7378	12.5	12.0981	12.459	12.248	12.5209	12.2674	12.3018	12.5771	12.6216	12.4497	12.4015	12.2782	12.327	11.9251	12.1565	12.4142
Q13576	11.7093	9.96679	11.0248	11.5989	9.73081	10.1679	9.91394	9.41215	10.4194	9.43129	11.0458	12.4568	12.1971	10.0926	10.7049	10.6465	7.95652	11.3554	10.201	10.2306	10.3471	9.96607	10.2464	10.359	9.5265	9.62461	10.9731	11.0631	10.2967	12.0833	10.2641	10.5722	12.3171	12.1041	11.085	10.0272	11.6307	9.94002	10.3761	10.5932	11.6502	8.63517	9.96376	9.81842	9.77479	10.0891	9.70408	11.1329	9.29301	10.6857	10.5835	11.5209	10.6593	11.7952	10.8316	11.9555	8.13494	10.0564	10.4937	9.92392	10.4265	9.44915	10.9213	10.0067	11.1102	10.5642	10.4196	11.8662	12.2526	10.842	11.6134	10.7834	12.0177	10.0829	11.1255	10.6089	11.8495	10.1904	8.58984	11.3999	9.7962	10.5787	10.1466	9.9629	10.3128	9.64259	10.9089
P0DMV9	11.4666	12.1869	12.3801	11.9745	11.9824	11.9302	12.0304	11.5388	11.8223	11.1813	11.3645	11.5903	11.5624	12.7025	12.8621	12.2549	11.8219	11.6892	11.9702	12.7045	12.506	13.0588	11.7465	13.0751	13.4097	12.3342	11.7644	11.9953	11.4658	13.0748	11.9183	12.5601	11.8209	12.2573	11.9448	12.5711	11.732	12.0846	11.7347	11.8503	11.2508	12.242	11.2867	11.4782	12.5968	11.7406	12.3372	11.6481	12.0269	12.1919	11.8153	11.9809	11.9598	11.0489	12.0238	11.4167	11.8247	11.6006	12.0151	12.5275	12.1216	12.0609	12.3845	12.2013	12.6506	12.1893	12.3102	12.0403	12.0617	12.2099	11.967	11.9633	11.5795	12.2591	12.4513	12.0546	12.2199	12.4377	12.5319	12.2652	12.3538	12.4796	12.2169	12.3716	12.2304	12.3705	11.7561
P04075	12.6397	12.9269	13.3778	13.2026	12.9474	13.2601	12.8574	11.957	12.5222	11.2965	12.2879	12.542	12.3912	12.2552	13.4804	12.7842	12.6079	13.0673	12.997	12.6207	13.0233	12.7294	12.8624	13.1776	12.9633	12.9634	12.0654	12.9953	11.5652	12.8314	11.9506	12.3862	11.5607	12.6962	12.2163	13.0435	13.0017	13.0209	12.2891	12.5397	12.7046	12.9651	11.9198	11.2864	12.5688	13.349	12.723	12.5253	13.4361	13.6146	11.9122	13.1903	12.5443	12.378	13.3791	12.6564	12.6041	12.1209	12.3522	12.6883	13.0143	12.7042	12.5728	13.1063	13.2243	12.6878	12.2587	12.8338	13.3232	12.6632	13.6389	12.8211	12.424	12.9236	13.2021	12.4145	12.6845	12.9802	13.0487	12.9294	12.9553	12.8329	12.6289	12.3278	12.9719	12.9401	12.644
P10412	11.8411	10.6159	11.2835	9.90944	11.0171	9.12825	8.44377	9.82687	11.9022	13.5556	9.01486	11.9315	11.8276	11.2982	9.18982	11.8643	11.7756	11.0835	9.48844	11.6047	11.1701	10.7835	10.993	10.6058	10.4757	11.0378	11.1239	10.9789	10.689	9.39275	12.0845	11.6823	9.74953	10.4715	11.7193	10.3457	10.6956	11	11.5854	8.89118	9.21359	11.9314	10.979	9.9202	12.2624	10.2372	12.4878	11.2547	8.65535	8.79961	13.725	9.22448	11.4464	11.5497	8.96492	9.63572	12.0095	10.5659	10.2885	11.1849	11.5655	11.296	10.8343	11.562	10.4337	10.5073	11.4938	11.4361	8.41912	10.8217	9.80752	11.259	11.4753	11.8818	10.5994	11.2539	10.5831	11.4094	12.0251	11.6488	11.4129	12.0916	11.5968	11.894	11.393	11.3994	11.7438
P06576	11.7091	12.3991	11.5654	12.6388	11.9636	12.006	11.8659	13.3681	12.2312	12.2364	12.475	11.4318	11.5698	12.2275	11.2815	12.0974	12.1757	12.8788	12.4932	11.7008	11.5882	11.8201	11.8243	11.6106	11.1972	11.3982	11.9704	11.6815	11.8862	11.2812	11.553	11.9557	11.2008	12.1238	11.1752	11.8434	12.139	12.3989	12.0242	11.8897	11.5154	12.1954	13.1407	12.2803	11.807	11.9843	11.516	11.9131	12.3659	11.6743	11.8709	12.3447	11.9262	13.1176	11.7048	11.8424	12.1766	13.171	11.6802	11.7955	11.7943	11.5057	11.7437	11.9135	11.3613	11.7722	11.7984	11.851	11.9763	11.5441	12.2923	11.929	11.6086	12.1536	11.6379	11.9625	11.8267	11.7823	12.4493	12.2112	12.1718	12.1085	11.7671	12.0217	11.8327	11.6271	11.7786
